pedido_id;data;produto;categoria;quantidade;valor_unitario;canal
P11182;1/4/2026;Boné aba reta;ACESSORIOS;2;R$ 59,90;loja
P11183;26/5/2026;Camiseta básica;vestuario;4;49,90;site
P11184;21-02-26;Jaqueta corta-vento;vestuario;1;R$ 219,90;loja
P11185;24/05/2026;Camiseta básica;VESTUARIO;2;49.90;site
P11186;23-04-26;Meia kit 3;vestuario;3;R$ 24,50;site
P11187;2026-01-22;Chinelo slide;calcados;4;39,90;marketplace
P11188;12-02-26;Boné aba reta;acessorios;4;59.90;site
P11189;2026-01-11;Óculos de sol;acessorios;2;149,00;loja
P11190;2026-04-11;Calça jeans;vestuario;2;129,90;marketplace
P11191;15/06/2026;Jaqueta corta-vento;vestuario;3;219.90;marketplace
P11192;2026-02-28;Mochila urbana;acessorios;3;ERRO_IMPORT;marketplace
P11193;20-02-26;Óculos de sol;acessorios;5;149,00;marketplace
P11194;2026-01-21;Mochila urbana;  acessorios ;1;189,00;site
P11195;2026-02-27;Boné aba reta;acessorios;3;59,90;site
P11196;20/4/2026;MOCHILA URBANA;acessorios;5;189.00;marketplace
P11197;2026-06-04;Óculos de sol;ACESSORIOS;3;R$ 149,00;site
P11198;02-03-26;Tênis corrida;calcados;2;299.00;loja
P11199;4/6/2026;Jaqueta corta-vento;vestuario;5;219,90;site
P11200;23/5/2026;Tênis corrida;calcados;3;299.00;loja
P11201;2026-05-26;CALÇA JEANS;VESTUARIO;2;129.90;marketplace
P11202;14-03-26;Camiseta básica;vestuario;5;49,90;marketplace
P11203;11/06/2026;Calça jeans;vestuario;5;R$ 129,90;site
P11204;10/06/2026;Óculos de sol;acessorios;2;149,00;loja
P11205;11-02-26;Calça jeans;vestuario;5;129,90;loja
P11206;2026-06-05;Bermuda tactel;vestuario;5;69,90;marketplace
P11207;2026-03-13;Chinelo slide;calcados;5;39,90;site
P11208;20-03-26;CALÇA JEANS;vestuario;4;129.90;marketplace
P11209;05/06/2026;Meia kit 3;vestuario;4;24,50;site
P11210;16/01/2026;Boné aba reta
P11211;02-03-26;Jaqueta corta-vento;vestuario;5;219,90;site
P11212;10-04-26;Tênis corrida;calcados;3;R$ 299,00;marketplace
P11213;18/03/2026;Calça jeans;VESTUARIO;5;129,90;site
P11214;14/6/2026;Camiseta básica;  vestuario ;3;49,90;marketplace
P11215;17/06/2026;Bermuda tactel;vestuario;3;R$ 69,90;site
P11216;23-05-26;Bermuda tactel;  vestuario ;5;69.90;loja
P11217;07-03-26;Camiseta básica;vestuario;3;49.90;loja
P11218;7/2/2026;Boné aba reta;acessorios;5;59.90;site
P11219;2026-03-09;Camiseta básica;vestuario;3;49.90;marketplace
P11220;19/02/2026;Calça jeans;vestuario;3;129,90;site
P11221;2026-05-11;Óculos de sol;acessorios;4;R$ 149,00;site
P11222;2026-02-17;Mochila urbana;acessorios;1;189,00;loja
P11223;2026-01-09;Jaqueta corta-vento;vestuario;2;219.90;marketplace
P11224;2026-06-11;Calça jeans;vestuario;5;129,90;loja
P11225;12-04-26;Bermuda tactel;vestuario;4;69,90;marketplace
P11226;01/04/2026;Boné aba reta;acessorios;1;R$ 59,90;site
P11227;20/05/2026;JAQUETA CORTA-VENTO;vestuario;3;219,90;marketplace
P11228;10/6/2026;Calça jeans;vestuario;5;129.90;loja
P11229;06-02-26;TÊNIS CORRIDA;calcados;4;299,00;loja
P11230;2026-04-02;Chinelo slide;calcados;3;R$ 39,90;loja
P11231;24-02-26;Jaqueta corta-vento;vestuario;1;219,90;loja
P11232;19/1/2026;Tênis corrida;calcados;2;R$ 299,00;loja
P11233;2026-05-14;Boné aba reta;acessorios;4;ERRO_IMPORT;marketplace
P11234;2026-02-22;BONÉ ABA RETA;  acessorios ;5;59.90;loja
P11235;24/01/2026;Camiseta básica;vestuario;3;49,90;marketplace
P11236;15/01/2026;Camiseta básica
P11237;12/4/2026;Óculos de sol;acessorios;4;149,00;loja
P11238;2026-01-08;Calça jeans;vestuario;3;129,90;marketplace
P11239;12/3/2026;Boné aba reta;acessorios;3;R$ 59,90;loja
P11240;19/1/2026;Calça jeans;VESTUARIO;4;129.90;loja
P11241;5/3/2026;Mochila urbana;acessorios;1;R$ 189,00;loja
P11242;2026-04-15;Boné aba reta;acessorios;1;59.90;marketplace
P11243;2026-04-27;Mochila urbana;  acessorios ;1;189.00;loja
P11244;20/4/2026;Boné aba reta;acessorios;4;R$ 59,90;site
P11245;2026-06-19;Meia kit 3;vestuario;3;24,50;loja
P11246;23/03/2026;Óculos de sol;acessorios;1;149,00;loja
P11247;23-02-26;Camiseta básica;  vestuario ;3;49,90;loja
P11248;21/3/2026;MOCHILA URBANA;acessorios;3;R$ 189,00;site
P11249;04-06-26;Boné aba reta;ACESSORIOS;1;R$ 59,90;marketplace
P11250;2026-01-20;Meia kit 3;vestuario;3;24,50;marketplace
P11251;2026-03-03;Boné aba reta;acessorios;3;59,90;loja
P11252;09/01/2026;Chinelo slide;calcados;4;R$ 39,90;site
P11253;2026-05-09;CALÇA JEANS;vestuario;2;129,90;site
P11254;2026-06-03;Calça jeans;vestuario;5;129.90;loja
P11255;28/3/2026;Camiseta básica;vestuario;4;49,90;marketplace
P11256;14/01/2026;Camiseta básica;VESTUARIO;2;R$ 49,90;site
P11257;21/06/2026;Calça jeans;vestuario;3;129.90;site
P11258;22-04-26;Calça jeans;vestuario;4;R$ 129,90;loja
P11259;2026-05-27;Óculos de sol;acessorios;2;149,00;loja
P11260;23/02/2026;Tênis corrida;calcados;5;299,00;site
P11261;16/5/2026;Bermuda tactel;vestuario;4;69,90;site
P11262;12-01-26;Tênis corrida;calcados;1;299,00;loja
P11263;2026-02-02;Óculos de sol;acessorios;3;149,00;marketplace
P11264;26/03/2026;Calça jeans;vestuario;5;129,90;loja
P10973;6/2/2026;Meia kit 3;vestuario;1;24.50;loja
P11265;2026-04-16;Meia kit 3;vestuario;2;R$ 24,50;marketplace
P11266;3/2/2026;Camiseta básica;vestuario;2;49,90;loja
P11267;11-02-26;Jaqueta corta-vento;vestuario;3;219,90;loja
P11268;2026-05-14;Chinelo slide;  calcados ;4;39.90;marketplace
P11269;27/04/2026;Meia kit 3;vestuario;1;24,50;site
P11270;27/1/2026;Bermuda tactel;vestuario;4;69,90;site
P11271;8/6/2026;Óculos de sol;acessorios;1;149,00;marketplace
P11272;16/1/2026;Camiseta básica;vestuario;1;49,90;site
P11273;01/03/2026;Camiseta básica;vestuario;5;R$ 49,90;marketplace
P11274;16/01/2026;CALÇA JEANS;VESTUARIO;2;129,90;marketplace
P11275;10/03/2026;Bermuda tactel;VESTUARIO;5;69,90;loja
P11276;28/1/2026;Mochila urbana;acessorios;3;R$ 189,00;loja
P11277;03-05-26;Mochila urbana;acessorios;2;R$ 189,00;site
P11278;12-01-26;Tênis corrida;calcados;1;299,00;loja
P11279;2026-03-18;Bermuda tactel;vestuario;2;ERRO_IMPORT;site
P11280;15/03/2026;Chinelo slide;calcados;1;R$ 39,90;site
P11281;2026-05-07;Meia kit 3;vestuario;1;24,50;loja
P11282;14/03/2026;Tênis corrida;calcados;2;299,00;site
P11283;1/4/2026;CHINELO SLIDE;calcados;1;39.90;marketplace
P11284;14-04-26;Chinelo slide;calcados;1;39,90;site
P11285;17-03-26;Tênis corrida;calcados;4;299,00;site
P11286;20/01/2026;Chinelo slide;CALCADOS;5;39,90;site
P11287;2026-03-15;Chinelo slide;calcados;5;39.90;loja
P11288;27-04-26;ÓCULOS DE SOL;acessorios;2;149,00;site
P11289;27/2/2026;Óculos de sol;acessorios;4;R$ 149,00;marketplace
P11290;17/03/2026;Óculos de sol;acessorios;3;149.00;marketplace
P11291;15/05/2026;Bermuda tactel;vestuario;1;69,90;loja
P10778;12-01-26;Chinelo slide;calcados;3;39,90;site
P10146;03-06-26;CALÇA JEANS;vestuario;5;129.90;loja
P11292;2026-05-15;Chinelo slide;calcados;4;39.90;site
P11024;2026-03-23;Meia kit 3;vestuario;3;24,50;marketplace
P11293;2026-02-03;Bermuda tactel;VESTUARIO;4;69.90;site
P11294;1/2/2026;Bermuda tactel;VESTUARIO;2;R$ 69,90;site
P11295;27-02-26;Camiseta básica;VESTUARIO;3;49.90;loja
P11296;2026-05-08;Mochila urbana;acessorios;4;189.00;site
P10654;2026-02-13;Calça jeans;vestuario;2;129,90;site

P11297;14/06/2026;Bermuda tactel;vestuario;4;R$ 69,90;loja
P11298;2026-03-21;Óculos de sol;acessorios;2;149,00;marketplace
P11299;13/02/2026;BERMUDA TACTEL;vestuario;1;69,90;site
P11300;24/3/2026;Meia kit 3;vestuario;3;24,50;marketplace
P11301;2026-06-24;Bermuda tactel;vestuario;5;69,90;site
P11302;01/01/2026;Meia kit 3;vestuario;2;24.50;loja
P11303;26-03-26;Tênis corrida;CALCADOS;4;299,00;marketplace
P11304;2026-01-01;Meia kit 3;vestuario;3;24,50;loja
P11305;27/01/2026;Meia kit 3;vestuario;5;R$ 24,50;site
P11306;13-03-26;Jaqueta corta-vento;vestuario;2;219.90;marketplace
P11307;8/1/2026;Tênis corrida;calcados;4;299,00;site
P11308;28/03/2026;Camiseta básica;vestuario;5;49,90;marketplace
P11309;17-03-26;Boné aba reta;  acessorios ;3;R$ 59,90;marketplace
P11310;21/4/2026;BERMUDA TACTEL;vestuario;3;69,90;loja
P11311;25/02/2026;BERMUDA TACTEL;VESTUARIO;5;69,90;loja
P11312;09/02/2026;Meia kit 3;vestuario;5;24,50;loja
P11313;25/3/2026;Camiseta básica;  vestuario ;1;49,90;site
P11314;2026-01-13;Calça jeans;vestuario;1;129.90;site
P11315;22-01-26;Boné aba reta;acessorios;4;59,90;site
P11316;22/4/2026;Camiseta básica;vestuario;4;49.90;loja
P11317;2026-01-27;Calça jeans;vestuario;1;129,90;loja
P11318;19/05/2026;Chinelo slide;calcados;5;39.90;loja
P11319;2026-02-09;Camiseta básica;vestuario;5;49,90;loja
P11320;20/5/2026;Boné aba reta;acessorios;4;59.90;loja
P11321;2026-01-02;Calça jeans;vestuario;3;R$ 129,90;site
P11322;2026-04-28;Tênis corrida;calcados;3;299,00;marketplace
P11323;13/02/2026;Bermuda tactel;vestuario;4;69,90;loja
P11324;02/01/2026;Bermuda tactel;vestuario;5;69.90;site
P11325;25-03-26;Óculos de sol;acessorios;5;149.00;site
P11326;2026-05-10;Jaqueta corta-vento;vestuario;5;R$ 219,90;marketplace
P11327;2026-03-27;Camiseta básica;vestuario;4;ERRO_IMPORT;site
P11328;17/4/2026;Meia kit 3;vestuario;2;24.50;loja
P11329;10/3/2026;Bermuda tactel;vestuario;2;69,90;loja
P11330;2026-06-03;Camiseta básica;vestuario;2;49,90;site
P11331;2026-02-15;Boné aba reta;acessorios;3;R$ 59,90;site
P11332;19-01-26;Calça jeans;vestuario;2;129.90;marketplace

P11333;2026-01-21;Mochila urbana;acessorios;1;R$ 189,00;site
P11334;17/5/2026;Chinelo slide;calcados;5;39,90;loja
P11335;25/2/2026;Chinelo slide;calcados;2;39,90;site
P11336;12/4/2026;Meia kit 3;vestuario;1;24.50;site
P11337;25/3/2026;Bermuda tactel;vestuario;1;R$ 69,90;marketplace
P11338;23/02/2026;CHINELO SLIDE;CALCADOS;3;39,90;loja
P11339;2026-06-18;Jaqueta corta-vento;vestuario;3;219,90;marketplace
P11340;2026-02-04;Tênis corrida;calcados;4;R$ 299,00;marketplace
P11341;2026-01-24;Mochila urbana;acessorios;3;R$ 189,00;marketplace
P11342;28/4/2026;Meia kit 3;  vestuario ;2;24,50;marketplace
P11343;27/01/2026;Calça jeans;vestuario;3;129,90;site
P11344;03-06-26;Óculos de sol;acessorios;2;149,00;loja
P11345;10/02/2026;TÊNIS CORRIDA;calcados;1;R$ 299,00;loja
P11346;2026-05-19;MEIA KIT 3;vestuario;1;24,50;site
P11347;05-06-26;Óculos de sol;  acessorios ;2;149,00;marketplace
P11348;2026-02-01;Tênis corrida;calcados;4;R$ 299,00;loja
P11349;14-01-26;Tênis corrida;calcados;2;299,00;loja
P11350;14/2/2026;Bermuda tactel;vestuario;1;69,90;marketplace
P11351;10-01-26;Mochila urbana;acessorios;5;189.00;loja
P11352;20-05-26;CALÇA JEANS;vestuario;3;129.90;site
P11353;04-05-26;Boné aba reta;ACESSORIOS;4;59,90;site
P11354;20/6/2026;Chinelo slide;  calcados ;5;39.90;site
P11355;16/01/2026;JAQUETA CORTA-VENTO;vestuario;1;R$ 219,90;marketplace
P11356;27-04-26;Mochila urbana;acessorios;1;189.00;marketplace
P11357;13/05/2026;Bermuda tactel;VESTUARIO;4;R$ 69,90;marketplace
P11358;05/05/2026;Camiseta básica;vestuario;2;49.90;site
P11359;06-04-26;Tênis corrida;calcados;4;299.00;site
P11360;07-02-26;Mochila urbana;acessorios;3;189,00;marketplace
P11361;20/06/2026;ÓCULOS DE SOL;acessorios;2;149.00;marketplace
P11362;2026-06-19;Camiseta básica;VESTUARIO;2;49,90;site
P11363;2026-05-07;Bermuda tactel;vestuario;4;R$ 69,90;marketplace
P11364;17/05/2026;Camiseta básica;vestuario;4;R$ 49,90;marketplace
P11365;28/03/2026;MEIA KIT 3;vestuario;1;24,50;site
P11151;2026-03-05;Camiseta básica;VESTUARIO;1;49.90;marketplace
P11366;4/6/2026;Meia kit 3;VESTUARIO;4;24,50;site
P11367;2/6/2026;Boné aba reta;acessorios;3;59,90;loja
P11368;20/05/2026;Óculos de sol;acessorios;4;R$ 149,00;marketplace
P11369;16/04/2026;TÊNIS CORRIDA;  calcados ;3;299,00;loja
P11370;18/4/2026;Jaqueta corta-vento;vestuario;5;219,90;site
P11371;2026-05-11;Calça jeans;VESTUARIO;2;129.90;loja
P11372;2026-01-16;Meia kit 3;  vestuario ;5;24,50;loja
P11373;2026-02-13;Chinelo slide;calcados;1;R$ 39,90;marketplace
P11374;23/05/2026;Bermuda tactel;  vestuario ;5;69,90;marketplace
P11375;06-05-26;Mochila urbana;acessorios;5;R$ 189,00;marketplace
P11376;2026-04-23;Jaqueta corta-vento;vestuario;3;R$ 219,90;loja
P11377;2026-02-13;Boné aba reta;acessorios;5;59,90;marketplace
P11378;20-05-26;Jaqueta corta-vento;vestuario;2;219,90;site
P11379;2026-02-03;Chinelo slide;calcados;1;39,90;marketplace
P11380;11/02/2026;Mochila urbana;acessorios;2;R$ 189,00;loja
P11381;23-04-26;TÊNIS CORRIDA;CALCADOS;4;R$ 299,00;marketplace
P11382;13/2/2026;Boné aba reta;  acessorios ;3;59,90;site
P11383;09/04/2026;Camiseta básica;VESTUARIO;1;R$ 49,90;loja
P11384;03/02/2026;Boné aba reta;  acessorios ;3;59,90;loja
P11385;2026-06-23;Chinelo slide;calcados;2;R$ 39,90;site
P11386;16-01-26;Jaqueta corta-vento;vestuario;1;R$ 219,90;loja
P11387;06-04-26;Meia kit 3;VESTUARIO;1;R$ 24,50;site
P11388;2026-04-06;TÊNIS CORRIDA;calcados;1;299.00;loja
P11389;10-01-26;Mochila urbana;acessorios;3;R$ 189,00;loja
P11390;04/02/2026;Óculos de sol;acessorios;2;149,00;marketplace
P11391;18/02/2026;Boné aba reta;acessorios;4;59,90;marketplace
P11392;2026-04-02;Tênis corrida;CALCADOS;1;299,00;site
P11393;04-05-26;Tênis corrida;CALCADOS;3;299,00;loja
P11394;2026-01-02;Boné aba reta;ACESSORIOS;1;59,90;marketplace
P11395;04/02/2026;Chinelo slide;CALCADOS;2;39.90;marketplace
P11396;12/01/2026;BERMUDA TACTEL;vestuario;5;69,90;marketplace
P11397;2026-05-05;Bermuda tactel;vestuario;2;R$ 69,90;site
P11398;2026-03-27;Jaqueta corta-vento;vestuario;2;219,90;marketplace
P11399;15/05/2026;Calça jeans;vestuario;2;129,90;loja
P11400;4/5/2026;Meia kit 3;vestuario;4;24,50;loja
P11401;2026-04-28;Jaqueta corta-vento;vestuario;2;219,90;marketplace
P11402;24/5/2026;CALÇA JEANS;vestuario;2;R$ 129,90;marketplace
P11403;8/2/2026;CALÇA JEANS;VESTUARIO;2;R$ 129,90;marketplace
P11404;14/5/2026;Bermuda tactel;VESTUARIO;1;69,90;marketplace
P11405;20/06/2026;Óculos de sol
P11406;19/1/2026;Boné aba reta;acessorios;1;59.90;site
P11407;27-03-26;Boné aba reta;ACESSORIOS;5;R$ 59,90;site
P11408;2026-04-05;Boné aba reta;acessorios;4;R$ 59,90;loja
P11409;2026-06-20;MEIA KIT 3;vestuario;2;24,50;loja
P11410;2026-05-24;Chinelo slide;  calcados ;1;39.90;loja
P11411;25/03/2026;Óculos de sol;acessorios;5;149,00;marketplace
P11412;2026-01-20;Tênis corrida;  calcados ;1;299.00;marketplace
P11413;17/5/2026;Óculos de sol;ACESSORIOS;2;149.00;loja
P10103;10-03-26;Jaqueta corta-vento;vestuario;5;R$ 219,90;marketplace
P11414;2026-04-09;Camiseta básica;vestuario;3;49,90;marketplace
P11409;2026-06-20;MEIA KIT 3;vestuario;2;24,50;loja
P11415;2/1/2026;CALÇA JEANS;vestuario;2;129.90;site
P11416;2026-04-05;Mochila urbana;acessorios;3;189,00;loja
P11417;2026-05-24;Meia kit 3;vestuario;1;24.50;site
P11418;9/1/2026;Camiseta básica;vestuario;2;49.90;site
P11419;08/02/2026;Boné aba reta;acessorios;4;59,90;site
P11420;28-04-26;MEIA KIT 3;vestuario;3;R$ 24,50;site
P11421;28/06/2026;Calça jeans;vestuario;5;129,90;loja
P11422;2026-05-18;Camiseta básica;vestuario;4;49.90;site
P11423;11/2/2026;Óculos de sol;acessorios;3;149.00;site
P11424;12-01-26;Chinelo slide;calcados;5;39,90;site
P11425;2026-06-23;Óculos de sol;acessorios;3;149.00;marketplace
P11426;11-06-26;Chinelo slide;CALCADOS;1;39,90;site
P11427;6/1/2026;BERMUDA TACTEL;vestuario;5;R$ 69,90;loja
P11428;17/05/2026;Óculos de sol;acessorios;3;149,00;site
P11429;15-04-26;Jaqueta corta-vento;vestuario;3;219,90;marketplace
P11430;05/02/2026;CAMISETA BÁSICA;vestuario;1;R$ 49,90;marketplace
P11431;7/2/2026;Meia kit 3;vestuario;1;24,50;marketplace
P11432;24/05/2026;Boné aba reta;acessorios;2;R$ 59,90;site
P11433;23/3/2026;Jaqueta corta-vento;vestuario;4;219,90;marketplace
P11434;24/02/2026;Jaqueta corta-vento;VESTUARIO;1;219,90;site
P11435;22/3/2026;Chinelo slide;calcados;1;R$ 39,90;marketplace
P11436;14-04-26;Boné aba reta;acessorios;3;59,90;site
P11437;18/05/2026;Calça jeans
P11438;2026-02-05;Tênis corrida;calcados;4;299,00;marketplace
P11439;25/2/2026;Mochila urbana;acessorios;4;189.00;loja
P11440;23/2/2026;Óculos de sol;  acessorios ;1;149,00;marketplace
P11441;04/02/2026;Chinelo slide;CALCADOS;5;39.90;site
P11442;12/1/2026;Óculos de sol;acessorios;1;149,00;loja
P11443;13-06-26;Óculos de sol;acessorios;3;R$ 149,00;site
P11444;07-04-26;Óculos de sol;acessorios;1;149,00;loja
P11445;09/06/2026;Tênis corrida;calcados;5;299,00;marketplace
P11446;25/4/2026;Bermuda tactel;vestuario;4;69.90;marketplace
P11447;2026-05-25;Bermuda tactel;vestuario;3;69,90;marketplace
P11448;2026-05-21;CHINELO SLIDE;calcados;1;R$ 39,90;loja
P11449;15/02/2026;BERMUDA TACTEL;vestuario;4;R$ 69,90;site
P11450;15/02/2026;Bermuda tactel;vestuario;4;R$ 69,90;site
P11451;12-01-26;Camiseta básica;vestuario;2;R$ 49,90;site
P11452;01/01/2026;Boné aba reta;acessorios;4;59.90;site
P11453;15/5/2026;Óculos de sol;acessorios;1;149,00;site
P11454;14-05-26;Tênis corrida;  calcados ;3;R$ 299,00;loja
P11455;24/01/2026;Boné aba reta;acessorios;1;59,90;loja
P11456;2026-04-12;TÊNIS CORRIDA;calcados;2;299,00;marketplace
P11457;22/1/2026;Meia kit 3;vestuario;2;R$ 24,50;loja
P11458;20/04/2026;BERMUDA TACTEL;vestuario;3;69.90;marketplace
P11459;14/02/2026;Meia kit 3;vestuario;5;R$ 24,50;loja
P11460;09-04-26;Óculos de sol;ACESSORIOS;1;149.00;marketplace
P11461;2026-01-21;Tênis corrida;calcados;5;R$ 299,00;site
P11462;2026-04-25;Mochila urbana;acessorios;1;189,00;site
